ID,Name,Proponent,CCB Project Type,Distinctions,Status,Country/Area,Region,CCB Standard Edition
953,The Paraguay Forest Conservation Project - Reduction of GHG emissions from deforestation and forest degradation in the Chaco-Pantanal ecosystem,Swire Pacific Offshore Operations (Pte) Ltd. (SPO),Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Paraguay,Latin America,CCB Second Edition
818,Protection of the Bolivian Amazon Forest,Fermin Aldabe,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation expired,Bolivia,Latin America,CCB Second Edition
1493,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",Livelihoods Fund SICAV SIF,Wetland Rewetting and Conservation,Silver,Validation and verification public comment period expired,Indonesia,Asia,CCB First Edition
674,Rimba Raya Biodiversity Reserve Project,InfiniteEARTH,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification public comment period expired,Indonesia,Oceania,CCB Second Edition
1477,Katingan Peatland Restoration and Conservation Project,PT. Rimba Makmur Utama (PT. RMU),Wetland Rewetting and Conservation,Climate Gold; Community Gold; Biodiversity Gold; Gold,Verification approved,Indonesia,Asia,CCB Third Edition
1468,Northern Kenya Grassland Carbon Project,Northern Rangelands Trust,Agricultural Land Management,Climate Gold; Community Gold; Biodiversity Gold,Under Verification,Kenya,Africa,CCB Third Edition
1233,Reforestation with Rubber on degraded lands of Colombia,NACOBENA SAS,"Afforestation, Reforestation and Revegetation",,Project withdrawn,Colombia,Latin America,CCB Second Edition
985,Cordillera Azul National Park REDD Project,"CIMA, Cordillera Azul",Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Peru,Latin America,CCB Second Edition
902,KARIBA REDD+ PROJECT,Carbon Green Investments (Guernsey),Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Project withdrawn,Zimbabwe,Africa,CCB Second Edition
944,Alto Mayo Conservation Initiative,Conservation International Foundation,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Verification approved,Peru,Latin America,CCB Second Edition
959,‘Guanaré’ Forest Plantations on degraded grasslands under extensive grazing,Guanaré SA,"Afforestation, Reforestation and Revegetation",,Verification approved,Uruguay,Latin America,CCB Third Edition
1455,Reduction of the deforestation and degradation of tropical dry forests in Piura and Lambayeque,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation approved,Peru,Latin America,CCB Third Edition
1381,HIMA (Hifadhi ya Misitu ya Asili ya jamii) REDD+ Program,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Validation and verification public comment period expired,Tanzania,Africa,CCB Third Edition
1360,Forest Management to reduce deforestation and degradation in Shipibo Conibo and Cacataibo Indigenous communities of Ucayali region,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Community Gold; Biodiversity Gold,Verification public comment period requested ,Peru,Latin America,CCB Third Edition
1202,LOWER ZAMBEZI REDD+ PROJECT,BioCarbon Partners,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Verification approved,Zambia,Africa,CCB Second Edition
1317,Reforestation Grouped Project at Pratigi Environmental Protection Area,Multiple Proponents,"Afforestation, Reforestation and Revegetation",Climate Gold; Biodiversity Gold,Verification approved,Brazil,Latin America,CCB Second Edition
1359,Isangi REDD+ Project,"SAFBOIS, SPRL",Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Project withdrawn,"Congo, The Democratic Republic of The",Africa,CCB Second Edition
1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Climate Gold; Community Gold; Biodiversity Gold,Under Verification,Brazil,Latin America,CCB Third Edition
1329,Maísa REDD+ Project,Multiple Proponents,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation expired,Brazil,Latin America,CCB Second Edition
1351,Planting for the Future: Financially sustainable agroforestry systems and payments for ecosystem services,Plant your Future,"Afforestation, Reforestation and Revegetation",Climate Gold; Community Gold,Validation expired,Peru,Latin America,CCB Third Edition
1067,Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja-Sonene National Park within the area of Madre de Dios region –Peru,Asociación para la Investigación y Desarrollo Integral – AIDER,Reduced Emissions from Deforestation and Degradation,Climate Gold; Biodiversity Gold,Verification public comment period requested ,Peru,Latin America,CCB Second Edition
647,Boden Creek Ecological Preserve Forest Carbon Project,Boden Creek Ecological Preserve,Reduced Emissions from Deforestation and Degradation,Biodiversity Gold,Validation expired,Belize,Latin America,CCB Second Edition
1429,Recovery of degraded areas with agroforestry systems in Colombia,Multiple Proponents,"Afforestation, Reforestation and Revegetation",,Validation expired,Colombia,Latin America,CCB Third Edition
